freq,unit,indic_il,deg_urb,sex,age,geo\TIME_PERIOD	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,EUR,MEI_E,DEG3,M,Y_GE60,ES	: 	8507 	8825 	9526 	10216 	13235 b	13850 	14124 	13380 	13940 b	13789 	14149 	13747 	13834 	14270 	14624 	15304 	16218 	16744 	17551 
A,EUR,MEI_E,DEG3,M,Y_GE60,EU	: 	: 	: 	: 	: 	13253 e	13354 e	13600 e	13811 e	16320 e	16089 e	16373 e	16856 e	16993 e	17479 e	17955 e	18598 e	: 	: 	: 
A,EUR,MEI_E,DEG3,M,Y_GE60,EU27_2007	: 	: 	10306 e	10508 e	11307 e	13253 	13354 	13724 e	13936 e	16469 e	16225 e	16517 e	17008 e	17128 e	17599 e	18074 e	18722 e	: 	: 	: 
A,EUR,MEI_E,DEG3,M,Y_GE60,EU27_2020	: 	: 	: 	: 	: 	: 	: 	12926 e	13218 e	15858 e	15579 e	15685 e	16134 e	16117 e	16820 e	17358 e	18045 e	18174 b	18574 	19335 
A,EUR,MEI_E,DEG3,M,Y_GE60,EU28	: 	: 	: 	: 	: 	: 	: 	13600 e	13811 e	16319 e	16089 e	16373 e	16856 e	16993 e	17479 e	17955 e	18598 e	: 	: 	: 
A,EUR,MEI_E,DEG3,M,Y_GE60,FI	: 	16235 	16799 	17028 	17820 	19349 	20488 	21274 	21977 	22953 b	22950 	23535 	22941 	23359 	23952 	25414 	25501 	26142 	25746 	25951 
A,EUR,MEI_E,DEG3,M,Y_GE60,FR	: 	16056 	16697 	16198 	17051 	22276 b	23150 	23727 	23657 	25244 b	26252 	25452 	25469 	25183 	26052 	26136 	26329 	24400 b	24526 	24712 b
A,EUR,MEI_E,DEG3,M,Y_GE60,HR	: 	: 	: 	: 	: 	: 	: 	5025 	5246 	5130 b	4841 	4836 	5149 	5172 	5595 	6000 	6493 	6835 	6816 	7486 
A,EUR,MEI_E,DEG3,M,Y_GE60,HU	: 	: 	3609 	3837 	4053 	4598 	5058 	4440 	4612 	4566 b	4841 	4816 	5044 	5021 	5205 	5460 	5932 	6553 	6428 	7512 
A,EUR,MEI_E,DEG3,M,Y_GE60,IE	14361 	14781 	15780 	18285 	18217 	21273 	22439 	19174 	20084 	19522 b	20022 	21168 	22220 	22914 	24117 	25485 	27010 	27954 b	28156 	27442 
A,EUR,MEI_E,DEG3,M,Y_GE60,IS	: 	23319 	27687 	30864 	28438 	32576 	26825 	22226 	20651 	21768 b	24059 	24143 	29482 	33088 	37818 	42788 	: 	: 	: 	: 
A,EUR,MEI_E,DEG3,M,Y_GE60,IT	: 	13294 	13792 	14315 	14877 	15887 	16175 	16522 	16539 	16515 	16518 	16632 	17948 b	17816 	18533 	19090 	20323 	20348 	20074 	21092 
A,EUR,MEI_E,DEG3,M,Y_GE60,LT	: 	: 	2003 	2390 	3007 	3845 	4660 	4571 	4166 	4202 b	4649 	4749 	5379 	5771 	5984 	6258 	7819 	8364 	9760 	9609 
A,EUR,MEI_E,DEG3,M,Y_GE60,LU	27959 	28521 	30418 	30635 	32871 	35017 	34980 	36812 	37682 	43696 b	47936 	43865 	42439 	45223 b	46880 	48453 	50661 	53885 b	56322 b	54079 b
A,EUR,MEI_E,DEG3,M,Y_GE60,LV	: 	: 	2105 	2227 	2973 	3937 	4551 	4389 	4448 	4892 b	4942 	5295 	5685 	5731 	6092 	6706 	7047 	8110 	8254 	9555 
A,EUR,MEI_E,DEG3,M,Y_GE60,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2372 	2717 	2833 	2799 	3311 	: 	: 
A,EUR,MEI_E,DEG3,M,Y_GE60,MT	: 	: 	: u	: u	: u	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	17829 u	19767 
A,EUR,MEI_E,DEG3,M,Y_GE60,NL	: 	: 	17671 	15751 	20159 	18348 	21121 	22589 	21679 	22331 b	23081 	23366 	23668 	23899 b	24746 	25695 	26353 	28194 	29936 	29779 
A,EUR,MEI_E,DEG3,M,Y_GE60,NO	: 	25625 	26023 	27998 	29519 	32110 	34638 	33520 	38119 	43748 b	47082 	: 	47214 	45286 	46963 	44299 	44624 	45938 	41474 b	42974 
A,EUR,MEI_E,DEG3,M,Y_GE60,PL	: 	: 	2903 	3371 	3735 	4173 	4945 	4344 	4993 	4923 b	5125 	5296 	5463 	5749 	5659 	6133 	6653 	7330 	7539 	8261 
A,EUR,MEI_E,DEG3,M,Y_GE60,PT	: 	5899 	6244 	6526 	7039 	8095 	8133 	8755 	8436 	8195 b	8086 	8271 	8397 	8943 	9285 	9371 	10091 	10976 	11163 	11984 
A,EUR,MEI_E,DEG3,M,Y_GE60,RO	: 	: 	: 	: 	1409 	1791 	2154 	2142 	2250 	2006 b	2095 	2400 	3560 	2391 	2610 	3015 	3490 	3767 	3970 	5112 
A,EUR,MEI_E,DEG3,M,Y_GE60,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2517 	2385 	2471 	2506 	2611 	2674 	3118 	3378 	3579 	4093 
A,EUR,MEI_E,DEG3,M,Y_GE60,SE	: 	18421 	18872 	20027 	20438 	21375 b	21544 	19819 	22779 	25321 b	25956 	28359 	25981 	25760 	26064 	27523 	25422 	25817 	25817 	27730 
A,EUR,MEI_E,DEG3,M,Y_GE60,SI	: 	: 	8748 	9104 	9910 	10368 	11285 	11412 	11617 	11887 b	11690 	12096 	12266 	11831 	12163 	12686 	13275 	14004 	14798 	15947 
A,EUR,MEI_E,DEG3,M,Y_GE60,SK	: 	: 	2839 	3320 	3827 	4562 	5432 	6031 	7236 	6716 b	6832 	6883 	6949 	7165 	7063 	7586 	8084 	8470 	8560 	8793 
A,EUR,MEI_E,DEG3,M,Y_GE60,UK	: 	: 	23397 	22758 	25058 	21216 	18881 	20900 	20473 	22255 b	21857 	24755 	25305 	26317 	25704 b	25453 	: 	: 	: 	: 
A,EUR,MEI_E,DEG3,M,Y_GE65,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1839 	2007 	2293 	2572 	2625 	: 
A,EUR,MEI_E,DEG3,M,Y_GE65,AT	15084 	17706 	19044 	17150 	18185 	18703 b	19437 	19972 	20871 	21993 b	22316 	24358 	24365 	24634 	25851 	26199 	27530 	26905 	27676 	28819 
A,EUR,MEI_E,DEG3,M,Y_GE65,BE	12321 	12427 u	14275 u	15594 u	17185 u	16505 u	16661 u	16648 u	15410 u	16365 b	19373 	18344 	20697 	20047 	19724 	22954 	25503 b	23858 	22791 	25535 
A,EUR,MEI_E,DEG3,M,Y_GE65,BG	: 	: 	: 	1285 	1424 	1764 	2116 	2492 	2436 	2445 b	2422 	2922 	2789 	2900 b	3247 	3199 	3590 	3917 	4631 	4908 
A,EUR,MEI_E,DEG3,M,Y_GE65,CH	: 	: 	: 	: 	24578 	29191 	28755 	26770 	29035 	34972 b	34859 	35073 b	38290 	42597 	41365 	42846 	35827 	40884 	41041 	39834 
A,EUR,MEI_E,DEG3,M,Y_GE65,CY	: 	: 	9044 	10446 	12986 	13677 b	14283 	13123 	14064 	14157 b	15824 	13790 	14184 	14883 	13880 	15467 	14978 	15665 	15271 	16847 
A,EUR,MEI_E,DEG3,M,Y_GE65,CZ	: 	: 	3964 	4611 	4910 	5396 	6494 	6518 	7008 	7490 b	7411 	7267 	6990 	7300 	7590 	8022 	8809 	9346 	9916 	10801 
A,EUR,MEI_E,DEG3,M,Y_GE65,DE	: 	: 	15810 	14331 	16156 	17468 	16815 	17532 	17723 	18428 b	18866 	19628 	20681 	20486 	21598 	21786 	21714 	24117 b	24210 	24043 
A,EUR,MEI_E,DEG3,M,Y_GE65,DK	18428 	17306 	17814 	18633 	19631 	22343 	21991 	25505 	23862 b	25204 b	24883 	26670 	27118 	26103 	26703 	31071 	35229 	28017 b	29217 	30663 
A,EUR,MEI_E,DEG3,M,Y_GE65,EA	: 	: 	: 	: 	: 	15648 e	16007 e	16491 e	16398 e	17970 e	18331 e	18140 e	18564 e	18625 e	19304 e	19798 e	20190 e	20455 b	20755 	: 
A,EUR,MEI_E,DEG3,M,Y_GE65,EA18	: 	: 	12362 e	12274 e	13114 e	15201 e	15808 e	16286 e	16270 e	17867 e	18222 e	18140 e	18741 e	18789 e	19474 e	19976 e	20356 e	20603 b	: 	: 
A,EUR,MEI_E,DEG3,M,Y_GE65,EA19	: 	: 	12162 e	12081 e	12844 e	14966 e	15574 e	16054 e	16018 e	17692 e	18061 e	17990 e	18564 e	18625 e	19304 e	19798 e	20190 e	20455 b	20755 	: 
A,EUR,MEI_E,DEG3,M,Y_GE65,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17896 	18310 	18402 	19113 	19607 	19997 	20258 	20538 	21291 
A,EUR,MEI_E,DEG3,M,Y_GE65,EE	: 	2443 	2724 	3177 	3678 	4577 	5343 	5314 	5203 	5322 b	5710 	6470 b	6772 	6952 	7741 	8079 	9153 	10316 	11080 	12412 
A,EUR,MEI_E,DEG3,M,Y_GE65,EL	7253 	8008 	9152 	8683 	9070 	10038 	10475 	11451 	10685 	10110 b	8792 	7845 	7928 	8072 	8099 	8239 	8366 	8964 	8933 	9849 
A,EUR,MEI_E,DEG3,M,Y_GE65,ES	: 	8269 	8629 	9104 	9670 	12174 b	12993 	13339 	12825 	13810 b	13497 	14015 	13396 	13684 	13882 	14405 	15027 	15789 	16408 	16770 
A,EUR,MEI_E,DEG3,M,Y_GE65,EU	: 	: 	: 	: 	: 	12508 e	12844 e	13146 e	13353 e	15657 e	15909 e	15995 e	16605 e	16630 e	16912 e	17614 e	17958 e	: 	: 	: 
A,EUR,MEI_E,DEG3,M,Y_GE65,EU27_2007	: 	: 	9752 e	9848 e	10527 e	12508 e	12844 e	13262 e	13474 e	15798 e	16040 e	16132 e	16752 e	16759 e	17022 e	17727 e	18070 e	: 	: 	: 
A,EUR,MEI_E,DEG3,M,Y_GE65,EU27_2020	: 	: 	: 	: 	: 	: 	: 	12565 e	12769 e	15251 e	15347 e	15282 e	15783 e	15709 e	16321 e	16943 e	17305 e	17419 b	17776 	18646 
A,EUR,MEI_E,DEG3,M,Y_GE65,EU28	: 	: 	: 	: 	: 	: 	: 	13146 e	13353 e	15657 e	15909 e	15995 e	16605 e	16630 e	16912 e	17614 e	17958 e	: 	: 	: 
A,EUR,MEI_E,DEG3,M,Y_GE65,FI	: 	15042 	15976 	15924 	16418 	17700 	19145 	19859 	20525 	21745 b	21613 	22752 	22010 	22026 	22399 	23329 	23182 	24332 	24341 	24564 
A,EUR,MEI_E,DEG3,M,Y_GE65,FR	: 	15099 	15398 	15264 	16534 	21817 b	23476 	23832 	23442 	24584 b	26391 	24724 	25118 	25172 	25862 	25579 	25189 	23747 b	23260 	24166 b
A,EUR,MEI_E,DEG3,M,Y_GE65,HR	: 	: 	: 	: 	: 	: 	: 	4842 	5051 	4994 b	4608 	4590 	4807 	4986 	5417 	5752 	6317 	6612 	6445 	6952 
A,EUR,MEI_E,DEG3,M,Y_GE65,HU	: 	: 	3474 	3728 	3870 	4443 	4843 	4282 	4594 	4520 b	4920 	4780 	5002 	4937 	5147 	5540 	5812 	6280 	6036 	7431 
A,EUR,MEI_E,DEG3,M,Y_GE65,IE	13953 	13857 	14755 	17910 	17856 	19752 	21891 	18496 	19362 	18114 b	19535 	20448 	21441 	22288 	23680 	25381 	26177 	27445 b	26794 	27214 
A,EUR,MEI_E,DEG3,M,Y_GE65,IS	: 	20965 	22700 	26793 	26464 	31604 	25964 	21250 	19606 	20728 b	22232 	22891 	28197 	31125 	36428 	40502 	: 	: 	: 	: 
A,EUR,MEI_E,DEG3,M,Y_GE65,IT	: 	12804 	13321 	13756 	13985 	14914 	15213 	15977 	15918 	15863 	15893 	16043 	17519 b	17275 	17684 	18497 	19250 	19617 	19274 	20669 
A,EUR,MEI_E,DEG3,M,Y_GE65,LT	: 	: 	1988 	2314 	2837 	3671 	4439 	4486 	4192 	4102 b	4623 	4654 	5052 	5368 	5899 	6136 	7570 	8150 	9039 	8967 
A,EUR,MEI_E,DEG3,M,Y_GE65,LU	28353 	28114 	28143 	27593 	32944 	35611 	33309 	36621 	38240 	44358 b	50708 	44762 	42614 	45987 b	46916 	46616 	52148 	56283 b	58299 b	56539 b
A,EUR,MEI_E,DEG3,M,Y_GE65,LV	: 	: 	1965 	2186 	3023 	3812 	4334 	4323 	4485 	4706 b	4603 	5137 	5230 	5566 	5655 	6301 	6963 	7322 	7441 	8904 
A,EUR,MEI_E,DEG3,M,Y_GE65,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2460 	2699 	2751 	2816 	3222 	: 	: 
A,EUR,MEI_E,DEG3,M,Y_GE65,MT	: 	: 	: u	: u	: u	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	13456 u	15456 u
A,EUR,MEI_E,DEG3,M,Y_GE65,NL	: 	: 	17657 u	15192 u	16861 u	16744 u	19805 u	21561 u	20606 u	21227 b	22385 	22368 	21708 	22554 b	22930 	22249 	23417 	24329 	25821 	26926 
A,EUR,MEI_E,DEG3,M,Y_GE65,NO	: 	23308 	23615 	25088 	27574 	30807 	33030 	31440 	35849 	41435 b	43468 	: 	45192 	42570 	43755 	41395 	41237 	42380 	38170 b	39932 
A,EUR,MEI_E,DEG3,M,Y_GE65,PL	: 	: 	2913 	3357 	3685 	4093 	4811 	4285 	4864 	4852 b	5098 	5235 	5481 	5855 	5750 	6094 	6602 	7266 	7656 	8231 
A,EUR,MEI_E,DEG3,M,Y_GE65,PT	: 	5446 	5827 	6169 	6624 	7847 	7789 	8071 	8197 	8140 b	7978 	8097 	8186 	8601 	9131 	9204 	10037 	10720 	10779 	11314 
A,EUR,MEI_E,DEG3,M,Y_GE65,RO	: 	: 	: 	: 	1375 	1740 	2102 	2101 	2223 	1994 b	2094 	2444 	3947 	2408 	2612 	3000 	3413 	3848 	3978 	5275 
A,EUR,MEI_E,DEG3,M,Y_GE65,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2546 	2457 	2627 	2638 	2757 	2842 	3166 	3400 	3584 	4021 
A,EUR,MEI_E,DEG3,M,Y_GE65,SE	: 	16874 	17207 	17953 	18298 	19177 b	19392 	18432 	21090 	23296 b	24089 	26609 	23597 	23776 	23816 	26291 	24072 	24070 	24892 	26372 
A,EUR,MEI_E,DEG3,M,Y_GE65,SI	: 	: 	8620 	8956 	9725 	10211 	11118 	11354 	11377 	11650 b	11373 	12092 	12409 	11823 	11860 	12247 	13068 	13669 	14798 	15796 
A,EUR,MEI_E,DEG3,M,Y_GE65,SK	: 	: 	2652 	3071 	3653 	4246 	5144 	5654 	7371 	6378 b	6640 	6695 	6831 	6851 	6850 	7377 	7645 	8021 	8240 	8702 
A,EUR,MEI_E,DEG3,M,Y_GE65,UK	: 	: 	23712 	21114 	21514 	19385 	17513 	19548 	19852 	20881 b	21937 	23663 	25011 	25577 	23919 b	25671 	: 	: 	: 	: 
A,EUR,MEI_E,DEG3,M,Y_GE75,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1613 	1808 	2117 	2315 	2398 	: 
A,EUR,MEI_E,DEG3,M,Y_GE75,AT	15448 	19028 	18920 	16920 	18350 	18514 b	19369 	18148 	19361 	20430 b	20431 	22698 	22400 	23286 	24155 	25027 	26635 	26181 	26863 	27267 
A,EUR,MEI_E,DEG3,M,Y_GE75,BE	: u	: u	: u	: u	: u	: u	: u	: u	: u	14343 b	17708 	15548 	18224 	19139 	18435 	22275 	19272 b	19528 	19874 	22478 
A,EUR,MEI_E,DEG3,M,Y_GE75,BG	: 	: 	: 	1233 	1360 	1694 	2035 	2351 	2312 	2238 b	2280 	2744 	2597 	2668 b	2850 	2994 	3403 	3752 	4524 	4531 
A,EUR,MEI_E,DEG3,M,Y_GE75,CH	: 	: 	: 	: 	23527 	22332 	23008 	23107 	26555 	32995 b	30307 	28922 b	31629 	35992 	36264 	38560 	31651 	38194 	36925 	35355 
A,EUR,MEI_E,DEG3,M,Y_GE75,CY	: 	: 	7651 	9098 	10339 	10882 b	12819 	11670 	11854 	12020 b	11743 	10978 	10930 	11233 	11443 	12283 	12595 	13297 	13151 	13614 
A,EUR,MEI_E,DEG3,M,Y_GE75,CZ	: 	: 	3677 	4474 	4795 	5322 	6329 	6089 	6675 	7140 b	7070 	6826 	6537 	6671 	7061 	7326 	8079 	8614 	9097 	9823 
A,EUR,MEI_E,DEG3,M,Y_GE75,DE	: 	: 	16060 	14504 	17768 	19063 	17374 	18014 	18157 	18064 b	18655 	20310 	20797 	21012 	20596 	21514 	21738 	22835 b	22447 	23287 
A,EUR,MEI_E,DEG3,M,Y_GE75,DK	14056 	15166 	15673 	16065 	18960 	21315 	19088 	18647 	19627 b	24171 b	20855 	23250 	24288 	22837 	23008 	25913 	29082 	25648 b	26775 	27050 
A,EUR,MEI_E,DEG3,M,Y_GE75,EA	: 	: 	: 	: 	: 	15205 e	15524 e	15533 e	15453 e	16865 e	16451 e	17100 e	17593 e	17748 e	18039 e	18901 e	19003 	18827 b	19074 	: 
A,EUR,MEI_E,DEG3,M,Y_GE75,EA18	: 	: 	11591 e	11750 e	12442 e	14810 e	15358 e	15385 e	15360 e	16796 e	16371 e	17100 e	17717 e	17874 e	18178 e	19043 	19158 	18969 b	: 	: 
A,EUR,MEI_E,DEG3,M,Y_GE75,EA19	: 	: 	11440 e	11579 e	12207 e	14575 e	15155 e	15205 e	15172 e	16656 e	16258 e	16990 e	17593 e	17748 e	18039 e	18901 	19003 	18827 b	19074 	: 
A,EUR,MEI_E,DEG3,M,Y_GE75,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16883 	17362 	17541 	17883 	18741 	18845 	18673 	18896 	19677 
A,EUR,MEI_E,DEG3,M,Y_GE75,EE	: 	2417 	2516 	2899 	3304 	3913 	4720 	5012 	4854 	5055 b	5537 	6239 b	6025 	6450 	6571 	6900 	7887 	8623 	9524 	10020 
A,EUR,MEI_E,DEG3,M,Y_GE75,EL	6186 	7046 	8257 	7654 	7950 	8698 	9813 	10089 	9638 	9764 b	8512 	7581 	7796 	7831 	7842 	7904 	8100 	8589 	8503 	9193 
A,EUR,MEI_E,DEG3,M,Y_GE75,ES	: 	7722 	8049 	8819 	9329 	11434 b	12211 	12550 	12317 	13215 b	13090 	13196 	12473 	12666 	13086 	13462 	13805 	14587 	14722 	14923 
A,EUR,MEI_E,DEG3,M,Y_GE75,EU	: 	: 	: 	: 	: 	12130 e	12320 e	12303 e	12464 e	14674 e	14315 e	14854 e	15436 e	15610 e	16100 e	16937 e	17115 e	: 	: 	: 
A,EUR,MEI_E,DEG3,M,Y_GE75,EU27_2007	: 	: 	9516 e	9553 e	10198 e	12130 e	12320 e	12422 e	12577 e	14806 e	14436 e	14978 e	15573 e	15732 e	16198 e	17040 	17214 e	: 	: 	: 
A,EUR,MEI_E,DEG3,M,Y_GE75,EU27_2020	: 	: 	: 	: 	: 	: 	: 	11888 e	12163 e	14372 e	13836 e	14339 e	14930 e	15073 e	15577 e	16530 e	16715 e	16493 b	16857 	17667 
A,EUR,MEI_E,DEG3,M,Y_GE75,EU28	: 	: 	: 	: 	: 	: 	: 	12303 e	12464 e	14674 e	14315 e	14854 e	15436 e	15610 e	16100 e	16937 	17115 e	: 	: 	: 
A,EUR,MEI_E,DEG3,M,Y_GE75,FI	: 	13673 	15358 	15205 	14781 	15984 	17201 	17583 	18583 	18861 b	18453 	19093 	18961 	19138 	20156 	21072 	20245 	20276 	21338 	22422 
A,EUR,MEI_E,DEG3,M,Y_GE75,FR	: 	13914 	14456 	14935 	15968 	22918 b	24430 	22960 	21510 	23314 b	21887 	22197 	23897 	24061 	24596 	25255 	23965 	22831 b	22492 	22822 b
A,EUR,MEI_E,DEG3,M,Y_GE75,HR	: 	: 	: 	: 	: 	: 	: 	4247 	4661 	4452 b	4040 	4319 	4427 	4774 	5258 	5404 	6052 	6382 	6222 	6737 
A,EUR,MEI_E,DEG3,M,Y_GE75,HU	: 	: 	3470 	3725 	3777 	4521 	4696 	4154 	4436 	4337 b	4558 	4668 	4684 	4706 	4815 	5129 	5945 	5769 	5824 	7021 
A,EUR,MEI_E,DEG3,M,Y_GE75,IE	12757 	13079 	13576 	14492 	16540 	19026 	18304 	17463 	17349 	16361 b	18837 	19432 	19198 	19023 	19945 	21317 	24610 	24911 b	25415 	25065 
A,EUR,MEI_E,DEG3,M,Y_GE75,IS	: 	16912 	19547 	24009 	22295 	25978 	21708 	18818 	16926 	17456 b	19441 	18489 u	30698 u	26998 u	25952 	38712 	: 	: 	: 	: 
A,EUR,MEI_E,DEG3,M,Y_GE75,IT	: 	12255 	12936 	13090 	13415 	14295 	14548 	15008 	15017 	14510 	14279 	15075 	15925 b	15975 	16356 	17099 	17289 	17574 	16428 	17920 
A,EUR,MEI_E,DEG3,M,Y_GE75,LT	: 	: 	1951 	2163 	2502 	3330 	4212 	4471 	4185 	3942 b	4564 	4448 	5296 	5389 	5049 	5952 	6769 	7224 	7899 	8190 
A,EUR,MEI_E,DEG3,M,Y_GE75,LU	33205 u	31266 u	30474 u	28922 u	32688 u	38183 u	32241 u	38165 	36294 	41898 b	63213 	44253 	41922 	45809 b	42807 	42606 	47296 	50971 b	58194 b	51399 b
A,EUR,MEI_E,DEG3,M,Y_GE75,LV	: 	: 	1864 	2127 	2674 	3038 	3655 	3954 	4343 	4511 b	4402 	4553 	4521 	5019 	4982 	5553 	5795 	7108 	6394 	7941 
A,EUR,MEI_E,DEG3,M,Y_GE75,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2480 	2746 	2872 	2683 	2940 	: 	: 
A,EUR,MEI_E,DEG3,M,Y_GE75,MT	: 	: 	: u	: u	: u	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u	: u
A,EUR,MEI_E,DEG3,M,Y_GE75,NL	: 	: 	: u	: u	: u	: u	: u	: u	: u	18865 b	19303 	20131 	18578 	18790 b	21053 	19713 	20932 	20728 	20803 	21332 
A,EUR,MEI_E,DEG3,M,Y_GE75,NO	: 	20114 	20038 	22317 	23826 	26011 	28710 	27304 	31274 	36251 b	37694 	: 	35192 	36547 	34398 	33118 	35307 	36347 	36150 b	35211 
A,EUR,MEI_E,DEG3,M,Y_GE75,PL	: 	: 	2922 	3538 	3860 	4213 	4891 	4417 	5039 	4833 b	5295 	5328 	5502 	5854 	5628 	6148 	6431 	7012 	7521 	8185 
A,EUR,MEI_E,DEG3,M,Y_GE75,PT	: 	5001 	5058 	5485 	6092 	6770 	7015 	7114 	6988 	7271 b	6993 	7556 	7407 	7641 	8225 	8317 	9438 	9989 	10451 	10923 
A,EUR,MEI_E,DEG3,M,Y_GE75,RO	: 	: 	: 	: 	1325 	1654 	1976 	1999 	2107 	1906 b	1983 	2330 	2169 	2313 	2548 	2846 	3208 	3645 	3786 	4962 
A,EUR,MEI_E,DEG3,M,Y_GE75,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2393 	2141 	2127 	2369 	2433 	2472 	2845 	3273 	3563 	4038 
A,EUR,MEI_E,DEG3,M,Y_GE75,SE	: 	14572 	15237 	15824 	15898 	16631 b	16322 	15396 	17324 	19860 b	20191 	21898 	19715 	19011 	18874 	20562 	21823 	22031 	22178 	22720 
A,EUR,MEI_E,DEG3,M,Y_GE75,SI	: 	: 	8364 	9107 	9315 	9876 	10227 	10626 	10875 	10987 b	11370 	11852 	11845 	11117 	11275 	11512 	12373 	13645 	14275 	15153 
A,EUR,MEI_E,DEG3,M,Y_GE75,SK	: 	: 	2475 	2781 	3577 	4164 	4903 	5258 	9263 	6185 b	6186 	6194 	6077 	6279 	6425 	7124 	7388 	7851 	8149 	8680 
A,EUR,MEI_E,DEG3,M,Y_GE75,UK	: 	: 	27810 u	17730 	22167 u	16772 	14971 	16336 	15848 	18693 b	19388 	21059 	21034 	21111 	22677 b	22048 	: 	: 	: 	: 
A,EUR,MEI_E,DEG3,M,Y_LT18,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1503 	1711 	1972 	2250 	2279 	: 
A,EUR,MEI_E,DEG3,M,Y_LT18,AT	15289 	16359 	16177 	16810 	17568 	19441 b	20172 	20057 	20917 	21400 b	21157 	21819 	22249 	22570 	24306 	24381 	25466 	26926 	28676 	28673 
A,EUR,MEI_E,DEG3,M,Y_LT18,BE	15221 	16402 	16583 	20578 	16642 	18209 	21727 	24056 	21936 	21024 b	22334 	22124 	23114 	24001 	23584 	24375 	24406 b	26269 	25491 	28645 
A,EUR,MEI_E,DEG3,M,Y_LT18,BG	: 	: 	: 	1155 	1273 	2147 	2693 	2594 	2493 	2302 b	2328 	2594 	2570 	2271 b	2833 	2992 	3432 	3584 	4741 	4596 
A,EUR,MEI_E,DEG3,M,Y_LT18,CH	: 	: 	: 	: 	26298 	23318 	24303 	25402 	29596 	36398 b	39360 	35106 b	37185 	43182 	39307 	38997 	38294 	39477 	42572 	43820 
A,EUR,MEI_E,DEG3,M,Y_LT18,CY	: 	: 	12876 	14157 	15703 	15667 b	16219 	16113 	16367 	17461 b	16381 	15867 	14159 	14024 	13601 	14315 	13901 	14560 	14646 	16077 
A,EUR,MEI_E,DEG3,M,Y_LT18,CZ	: 	: 	4065 	4459 	5169 	5805 	7001 	6700 	7229 	7690 b	7744 	7919 	7876 	8233 	9053 	9486 	10423 	10716 	11156 	12463 
A,EUR,MEI_E,DEG3,M,Y_LT18,DE	: 	: 	14918 	15384 	17337 	16154 	16924 	16986 	17512 	19864 b	20256 	19469 	19650 	21160 	21709 	22993 	23666 	27556 b	26033 	25368 
A,EUR,MEI_E,DEG3,M,Y_LT18,DK	19733 	19884 	20068 	21236 	21908 	22248 	20698 	23986 	24562 b	26904 b	27313 	28811 	29420 	29817 	29390 	29423 	30741 	32329 b	31522 	34736 
A,EUR,MEI_E,DEG3,M,Y_LT18,EA	: 	: 	: 	: 	: 	15745 e	15563 e	15833 e	15617 e	17672 e	17366 e	17199 e	17437 e	17835 e	18393 e	18934 e	19515 e	20866 b	21529 	: 
A,EUR,MEI_E,DEG3,M,Y_LT18,EA18	: 	: 	12809 	13272 	14120 e	15091 	15294 	15553 	15442 	17536 	17241 e	17199 e	17685 e	18058 e	18620 e	19136 e	19726 e	21030 b	: 	: 
A,EUR,MEI_E,DEG3,M,Y_LT18,EA19	: 	: 	12474 	12942 	13667 e	14754 	14992 	15250 	15137 	17336 	17056 e	17013 e	17437 e	17835 e	18393 e	18934 e	19515 e	20866 b	21529 	: 
A,EUR,MEI_E,DEG3,M,Y_LT18,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16920 	17177 	17606 	18173 	18715 	19307 	20651 	21305 	22166 
A,EUR,MEI_E,DEG3,M,Y_LT18,EE	: 	2770 	3091 	3909 	4810 	5898 	6508 	6207 	6478 	6788 b	7292 	8452 b	8984 	9782 	10480 	10578 	11413 	12266 	14233 	16887 
A,EUR,MEI_E,DEG3,M,Y_LT18,EL	7928 	9455 	10517 	10194 	9857 	10903 	10821 	10977 	11133 	8863 b	7312 	7160 	6749 	6640 	7010 	6615 	7118 	7362 	7374 	8535 
A,EUR,MEI_E,DEG3,M,Y_LT18,ES	: 	8631 	9161 	9293 	10014 	12534 b	12993 	12698 	12352 	12192 b	11230 	11178 	11410 	12190 	12143 	13243 	13096 	13850 	14805 	15568 
